participant,blocknum,blockcode,trialnum,trialcode,response,correct,latency,stimuli,Condition,block.type,block
44,20,Lattebad,12,latteleft,18,1,1078,latte6,DGMB,practice,practiceMilkBad
44,20,Lattebad,14,goodright,23,1,708,eccellente,DGMB,practice,practiceMilkBad
44,20,Lattebad,16,latteleft,18,1,720,latte4,DGMB,practice,practiceMilkBad
44,20,Lattebad,18,goodright,23,1,903,stupendo,DGMB,practice,practiceMilkBad
44,20,Lattebad,20,latteleft,18,1,762,latte1,DGMB,practice,practiceMilkBad
44,20,Lattebad,22,goodright,23,1,681,felicità,DGMB,practice,practiceMilkBad
44,20,Lattebad,24,latteleft,18,1,776,latte7,DGMB,practice,practiceMilkBad
44,20,Lattebad,26,badleft,18,1,817,terribile,DGMB,practice,practiceMilkBad
44,20,Lattebad,28,fondenteright,23,1,754,fond6,DGMB,practice,practiceMilkBad
44,20,Lattebad,30,badleft,18,1,806,nocivo,DGMB,practice,practiceMilkBad
44,20,Lattebad,32,latteleft,18,1,1087,latte2,DGMB,practice,practiceMilkBad
44,20,Lattebad,34,goodright,23,1,766,bello,DGMB,practice,practiceMilkBad
44,20,Lattebad,36,latteleft,18,1,807,latte3,DGMB,practice,practiceMilkBad
44,20,Lattebad,38,badleft,18,1,1237,dolore,DGMB,practice,practiceMilkBad
44,20,Lattebad,40,fondenteright,23,1,803,fond2,DGMB,practice,practiceMilkBad
44,20,Lattebad,43,latteleft,18,1,1946,latte5,DGMB,test,testMilkBad
44,20,Lattebad,45,badleft,18,1,789,fastidioso,DGMB,test,testMilkBad
44,20,Lattebad,47,latteleft,18,1,753,latte3,DGMB,test,testMilkBad
44,20,Lattebad,49,badleft,18,1,757,fallimento,DGMB,test,testMilkBad
44,20,Lattebad,51,fondenteright,23,1,699,fond3,DGMB,test,testMilkBad
44,20,Lattebad,53,goodright,23,1,732,pace,DGMB,test,testMilkBad
44,20,Lattebad,55,latteleft,18,1,542,latte5,DGMB,test,testMilkBad
44,20,Lattebad,57,goodright,23,1,695,piacere,DGMB,test,testMilkBad
44,20,Lattebad,59,fondenteright,23,1,721,fond4,DGMB,test,testMilkBad
44,20,Lattebad,61,goodright,23,1,599,gloria,DGMB,test,testMilkBad
44,20,Lattebad,63,latteleft,18,1,494,latte1,DGMB,test,testMilkBad
44,20,Lattebad,65,badleft,18,1,808,schifo,DGMB,test,testMilkBad
44,20,Lattebad,67,latteleft,18,1,705,latte4,DGMB,test,testMilkBad
44,20,Lattebad,69,badleft,18,1,1341,brutto,DGMB,test,testMilkBad
44,20,Lattebad,71,latteleft,18,1,776,latte7,DGMB,test,testMilkBad
44,20,Lattebad,73,badleft,18,1,737,orribile,DGMB,test,testMilkBad
44,20,Lattebad,75,fondenteright,23,1,746,fond5,DGMB,test,testMilkBad
44,20,Lattebad,77,goodright,23,1,631,gioia,DGMB,test,testMilkBad
44,20,Lattebad,79,fondenteright,23,1,682,fond5,DGMB,test,testMilkBad
44,20,Lattebad,81,badleft,18,1,545,odio,DGMB,test,testMilkBad
44,20,Lattebad,83,fondenteright,23,1,686,fond3,DGMB,test,testMilkBad
44,20,Lattebad,85,badleft,18,1,700,male,DGMB,test,testMilkBad
44,20,Lattebad,87,latteleft,18,1,1080,latte2,DGMB,test,testMilkBad
44,20,Lattebad,89,goodright,23,1,783,buono,DGMB,test,testMilkBad
44,20,Lattebad,91,fondenteright,23,1,890,fond2,DGMB,test,testMilkBad
44,20,Lattebad,93,badleft,18,1,668,disastro,DGMB,test,testMilkBad
44,20,Lattebad,95,fondenteright,23,1,591,fond1,DGMB,test,testMilkBad
44,20,Lattebad,97,badleft,18,1,620,cattivo,DGMB,test,testMilkBad
44,20,Lattebad,99,fondenteright,23,1,456,fond7,DGMB,test,testMilkBad
44,20,Lattebad,101,goodright,23,1,834,paradiso,DGMB,test,testMilkBad
44,20,Lattebad,103,latteleft,18,1,584,latte6,DGMB,test,testMilkBad
44,20,Lattebad,105,badleft,18,1,740,agonia,DGMB,test,testMilkBad
44,20,Lattebad,107,fondenteright,23,1,656,fond4,DGMB,test,testMilkBad
44,20,Lattebad,109,goodright,23,1,1018,amore,DGMB,test,testMilkBad
44,20,Lattebad,111,fondenteright,23,1,810,fond6,DGMB,test,testMilkBad
44,20,Lattebad,113,goodright,23,1,1276,felicità,DGMB,test,testMilkBad
44,20,Lattebad,115,fondenteright,23,1,737,fond6,DGMB,test,testMilkBad
44,20,Lattebad,117,badleft,18,1,643,odio,DGMB,test,testMilkBad
44,20,Lattebad,119,latteleft,18,1,514,latte7,DGMB,test,testMilkBad
44,20,Lattebad,121,goodright,23,1,758,meraviglioso,DGMB,test,testMilkBad
44,24,Fondentebad,2,badleft,18,1,1260,orribile,MGDB,practice,practiceMilkGood
44,24,Fondentebad,4,latteright,23,1,791,latte4,MGDB,practice,practiceMilkGood
44,24,Fondentebad,6,badleft,18,1,875,male,MGDB,practice,practiceMilkGood
44,24,Fondentebad,8,latteright,23,1,905,latte2,MGDB,practice,practiceMilkGood
44,24,Fondentebad,10,goodright,23,1,1093,paradiso,MGDB,practice,practiceMilkGood
44,24,Fondentebad,12,fondenteleft,18,1,718,fond6,MGDB,practice,practiceMilkGood
44,24,Fondentebad,14,goodright,23,1,884,bello,MGDB,practice,practiceMilkGood
44,24,Fondentebad,16,latteright,23,1,922,latte7,MGDB,practice,practiceMilkGood
44,24,Fondentebad,18,goodright,23,1,793,meraviglioso,MGDB,practice,practiceMilkGood
44,24,Fondentebad,20,latteright,23,1,552,latte6,MGDB,practice,practiceMilkGood
44,24,Fondentebad,22,goodright,23,1,836,piacere,MGDB,practice,practiceMilkGood
44,24,Fondentebad,24,fondenteleft,18,1,690,fond1,MGDB,practice,practiceMilkGood
44,24,Fondentebad,26,badleft,18,1,996,cattivo,MGDB,practice,practiceMilkGood
44,24,Fondentebad,28,fondenteleft,18,1,754,fond3,MGDB,practice,practiceMilkGood
44,24,Fondentebad,30,badleft,18,1,1006,disastro,MGDB,practice,practiceMilkGood
44,24,Fondentebad,32,fondenteleft,18,1,735,fond4,MGDB,practice,practiceMilkGood
44,24,Fondentebad,34,badleft,18,1,984,fallimento,MGDB,practice,practiceMilkGood
44,24,Fondentebad,36,latteright,23,1,804,latte1,MGDB,practice,practiceMilkGood
44,24,Fondentebad,38,goodright,23,1,770,buono,MGDB,practice,practiceMilkGood
44,24,Fondentebad,40,fondenteleft,18,1,747,fond7,MGDB,practice,practiceMilkGood
44,24,Fondentebad,43,latteright,23,1,1171,latte5,MGDB,test,testMilkGood
44,24,Fondentebad,45,badleft,18,1,748,odio,MGDB,test,testMilkGood
44,24,Fondentebad,47,latteright,23,1,1056,latte3,MGDB,test,testMilkGood
44,24,Fondentebad,49,goodright,23,1,761,ridere,MGDB,test,testMilkGood
44,24,Fondentebad,51,latteright,23,1,471,latte3,MGDB,test,testMilkGood
44,24,Fondentebad,53,goodright,23,1,1196,gioia,MGDB,test,testMilkGood
44,24,Fondentebad,55,latteright,23,1,921,latte1,MGDB,test,testMilkGood
44,24,Fondentebad,57,goodright,23,1,656,felicità,MGDB,test,testMilkGood
44,24,Fondentebad,59,latteright,23,1,873,latte7,MGDB,test,testMilkGood
44,24,Fondentebad,61,badleft,18,1,597,agonia,MGDB,test,testMilkGood
44,24,Fondentebad,63,fondenteleft,18,1,596,fond5,MGDB,test,testMilkGood
44,24,Fondentebad,65,goodright,23,1,723,eccellente,MGDB,test,testMilkGood
44,24,Fondentebad,67,fondenteleft,18,1,729,fond2,MGDB,test,testMilkGood
44,24,Fondentebad,69,goodright,23,1,667,pace,MGDB,test,testMilkGood
44,24,Fondentebad,71,latteright,23,1,727,latte2,MGDB,test,testMilkGood
44,24,Fondentebad,73,badleft,18,1,685,nocivo,MGDB,test,testMilkGood
44,24,Fondentebad,75,fondenteleft,18,1,607,fond7,MGDB,test,testMilkGood
44,24,Fondentebad,77,badleft,18,1,670,schifo,MGDB,test,testMilkGood
44,24,Fondentebad,79,latteright,23,1,514,latte6,MGDB,test,testMilkGood
44,24,Fondentebad,81,badleft,18,1,686,brutto,MGDB,test,testMilkGood
44,24,Fondentebad,83,fondenteleft,18,1,815,fond3,MGDB,test,testMilkGood
44,24,Fondentebad,85,goodright,23,1,937,stupendo,MGDB,test,testMilkGood
44,24,Fondentebad,87,latteright,23,1,1082,latte5,MGDB,test,testMilkGood
44,24,Fondentebad,89,badleft,18,1,728,terribile,MGDB,test,testMilkGood
44,24,Fondentebad,91,fondenteleft,18,1,609,fond2,MGDB,test,testMilkGood
44,24,Fondentebad,93,goodright,23,1,659,amore,MGDB,test,testMilkGood
44,24,Fondentebad,95,latteright,23,1,1078,latte4,MGDB,test,testMilkGood
44,24,Fondentebad,97,goodright,23,1,861,gloria,MGDB,test,testMilkGood
44,24,Fondentebad,99,fondenteleft,18,1,424,fond5,MGDB,test,testMilkGood
44,24,Fondentebad,101,badleft,18,1,757,fastidioso,MGDB,test,testMilkGood
44,24,Fondentebad,103,fondenteleft,18,1,747,fond4,MGDB,test,testMilkGood
44,24,Fondentebad,105,goodright,23,1,808,ridere,MGDB,test,testMilkGood
44,24,Fondentebad,107,fondenteleft,18,1,640,fond6,MGDB,test,testMilkGood
44,24,Fondentebad,109,badleft,23,0,671,dolore,MGDB,test,testMilkGood
44,24,Fondentebad,111,fondenteleft,18,1,1286,fond1,MGDB,test,testMilkGood
44,24,Fondentebad,113,badleft,18,1,1132,nocivo,MGDB,test,testMilkGood
44,24,Fondentebad,115,fondenteleft,18,1,716,fond7,MGDB,test,testMilkGood
44,24,Fondentebad,117,badleft,18,1,1627,terribile,MGDB,test,testMilkGood
44,24,Fondentebad,119,latteright,23,1,574,latte7,MGDB,test,testMilkGood
44,24,Fondentebad,121,goodright,23,1,575,gloria,MGDB,test,testMilkGood
48,20,Fondentebad,2,goodright,23,1,649,ridere,MGDB,practice,practiceMilkGood
48,20,Fondentebad,4,latteright,23,1,570,latte7,MGDB,practice,practiceMilkGood
48,20,Fondentebad,6,badleft,18,1,652,fastidioso,MGDB,practice,practiceMilkGood
48,20,Fondentebad,8,latteright,23,1,933,latte3,MGDB,practice,practiceMilkGood
48,20,Fondentebad,10,goodright,23,1,694,stupendo,MGDB,practice,practiceMilkGood
48,20,Fondentebad,12,latteright,23,1,639,latte2,MGDB,practice,practiceMilkGood
48,20,Fondentebad,14,badleft,18,1,614,schifo,MGDB,practice,practiceMilkGood
48,20,Fondentebad,16,latteright,23,1,896,latte1,MGDB,practice,practiceMilkGood
48,20,Fondentebad,18,badleft,18,1,809,terribile,MGDB,practice,practiceMilkGood
48,20,Fondentebad,20,fondenteleft,18,1,586,fond5,MGDB,practice,practiceMilkGood
48,20,Fondentebad,22,badleft,18,1,590,brutto,MGDB,practice,practiceMilkGood
48,20,Fondentebad,24,fondenteleft,18,1,458,fond7,MGDB,practice,practiceMilkGood
48,20,Fondentebad,26,badleft,18,1,436,orribile,MGDB,practice,practiceMilkGood
48,20,Fondentebad,28,latteright,23,1,579,latte6,MGDB,practice,practiceMilkGood
48,20,Fondentebad,30,badleft,23,0,781,agonia,MGDB,practice,practiceMilkGood
48,20,Fondentebad,32,fondenteleft,18,1,928,fond6,MGDB,practice,practiceMilkGood
48,20,Fondentebad,34,goodright,23,1,551,paradiso,MGDB,practice,practiceMilkGood
48,20,Fondentebad,36,latteright,23,1,646,latte5,MGDB,practice,practiceMilkGood
48,20,Fondentebad,38,goodright,23,1,501,piacere,MGDB,practice,practiceMilkGood
48,20,Fondentebad,40,fondenteleft,18,1,593,fond2,MGDB,practice,practiceMilkGood
48,20,Fondentebad,43,fondenteleft,18,1,553,fond4,MGDB,test,testMilkGood
48,20,Fondentebad,45,goodright,23,1,533,gioia,MGDB,test,testMilkGood
48,20,Fondentebad,47,fondenteleft,18,1,703,fond3,MGDB,test,testMilkGood
48,20,Fondentebad,49,badleft,18,1,571,odio,MGDB,test,testMilkGood
48,20,Fondentebad,51,fondenteleft,18,1,460,fond1,MGDB,test,testMilkGood
48,20,Fondentebad,53,goodright,23,1,574,meraviglioso,MGDB,test,testMilkGood
48,20,Fondentebad,55,latteright,23,1,527,latte4,MGDB,test,testMilkGood
48,20,Fondentebad,57,badleft,18,1,750,fallimento,MGDB,test,testMilkGood
48,20,Fondentebad,59,fondenteleft,18,1,498,fond5,MGDB,test,testMilkGood
48,20,Fondentebad,61,badleft,18,1,476,disastro,MGDB,test,testMilkGood
48,20,Fondentebad,63,latteright,23,1,547,latte2,MGDB,test,testMilkGood
48,20,Fondentebad,65,goodright,23,1,519,buono,MGDB,test,testMilkGood
48,20,Fondentebad,67,fondenteleft,18,1,606,fond6,MGDB,test,testMilkGood
48,20,Fondentebad,69,goodright,23,1,582,gloria,MGDB,test,testMilkGood
48,20,Fondentebad,71,latteright,23,1,601,latte6,MGDB,test,testMilkGood
48,20,Fondentebad,73,goodright,23,1,816,bello,MGDB,test,testMilkGood
48,20,Fondentebad,75,fondenteleft,18,1,537,fond4,MGDB,test,testMilkGood
48,20,Fondentebad,77,goodright,23,1,619,amore,MGDB,test,testMilkGood
48,20,Fondentebad,79,fondenteleft,18,1,703,fond2,MGDB,test,testMilkGood
48,20,Fondentebad,81,goodright,23,1,539,pace,MGDB,test,testMilkGood
48,20,Fondentebad,83,fondenteleft,18,1,759,fond1,MGDB,test,testMilkGood
48,20,Fondentebad,85,goodright,23,1,1078,eccellente,MGDB,test,testMilkGood
48,20,Fondentebad,87,latteright,23,1,604,latte1,MGDB,test,testMilkGood
48,20,Fondentebad,89,goodright,23,1,827,felicità,MGDB,test,testMilkGood
48,20,Fondentebad,91,fondenteleft,18,1,559,fond3,MGDB,test,testMilkGood
48,20,Fondentebad,93,goodright,23,1,638,felicità,MGDB,test,testMilkGood
48,20,Fondentebad,95,latteright,23,1,652,latte3,MGDB,test,testMilkGood
48,20,Fondentebad,97,goodright,23,1,470,stupendo,MGDB,test,testMilkGood
48,20,Fondentebad,99,latteright,23,1,514,latte5,MGDB,test,testMilkGood
48,20,Fondentebad,101,badleft,18,1,470,dolore,MGDB,test,testMilkGood
48,20,Fondentebad,103,fondenteleft,18,1,477,fond7,MGDB,test,testMilkGood
48,20,Fondentebad,105,badleft,18,1,421,cattivo,MGDB,test,testMilkGood
48,20,Fondentebad,107,latteright,23,1,489,latte7,MGDB,test,testMilkGood
48,20,Fondentebad,109,badleft,18,1,731,nocivo,MGDB,test,testMilkGood
48,20,Fondentebad,111,latteright,23,1,644,latte4,MGDB,test,testMilkGood
48,20,Fondentebad,113,badleft,18,1,715,male,MGDB,test,testMilkGood
48,20,Fondentebad,115,latteright,23,1,689,latte4,MGDB,test,testMilkGood
48,20,Fondentebad,117,badleft,18,1,811,orribile,MGDB,test,testMilkGood
48,20,Fondentebad,119,fondenteleft,18,1,412,fond1,MGDB,test,testMilkGood
48,20,Fondentebad,121,badleft,18,1,510,cattivo,MGDB,test,testMilkGood
48,24,Lattebad,2,badleft,18,1,623,brutto,DGMB,practice,practiceMilkBad
48,24,Lattebad,4,fondenteright,23,1,643,fond1,DGMB,practice,practiceMilkBad
48,24,Lattebad,6,goodright,23,1,930,eccellente,DGMB,practice,practiceMilkBad
48,24,Lattebad,8,fondenteright,23,1,395,fond3,DGMB,practice,practiceMilkBad
48,24,Lattebad,10,goodright,23,1,479,paradiso,DGMB,practice,practiceMilkBad
48,24,Lattebad,12,latteleft,18,1,486,latte7,DGMB,practice,practiceMilkBad
48,24,Lattebad,14,goodright,23,1,517,pace,DGMB,practice,practiceMilkBad
48,24,Lattebad,16,latteleft,23,0,524,latte4,DGMB,practice,practiceMilkBad
48,24,Lattebad,18,goodright,23,1,883,buono,DGMB,practice,practiceMilkBad
48,24,Lattebad,20,fondenteright,18,0,433,fond4,DGMB,practice,practiceMilkBad
48,24,Lattebad,22,goodright,23,1,1478,ridere,DGMB,practice,practiceMilkBad
48,24,Lattebad,24,fondenteright,23,1,603,fond5,DGMB,practice,practiceMilkBad
48,24,Lattebad,26,badleft,18,1,770,disastro,DGMB,practice,practiceMilkBad
48,24,Lattebad,28,fondenteright,23,1,691,fond7,DGMB,practice,practiceMilkBad
48,24,Lattebad,30,goodright,23,1,853,gioia,DGMB,practice,practiceMilkBad
48,24,Lattebad,32,latteleft,18,1,566,latte5,DGMB,practice,practiceMilkBad
48,24,Lattebad,34,badleft,18,1,621,terribile,DGMB,practice,practiceMilkBad
48,24,Lattebad,36,fondenteright,23,1,673,fond2,DGMB,practice,practiceMilkBad
48,24,Lattebad,38,goodright,23,1,645,meraviglioso,DGMB,practice,practiceMilkBad
48,24,Lattebad,40,latteleft,18,1,534,latte1,DGMB,practice,practiceMilkBad
48,24,Lattebad,43,latteleft,18,1,976,latte3,DGMB,test,testMilkBad
48,24,Lattebad,45,badleft,18,1,921,fallimento,DGMB,test,testMilkBad
48,24,Lattebad,47,latteleft,18,1,584,latte2,DGMB,test,testMilkBad
48,24,Lattebad,49,badleft,23,0,620,odio,DGMB,test,testMilkBad
48,24,Lattebad,51,fondenteright,23,1,784,fond6,DGMB,test,testMilkBad
48,24,Lattebad,53,badleft,18,1,1028,agonia,DGMB,test,testMilkBad
48,24,Lattebad,55,fondenteright,23,1,919,fond2,DGMB,test,testMilkBad
48,24,Lattebad,57,badleft,18,1,1230,cattivo,DGMB,test,testMilkBad
48,24,Lattebad,59,fondenteright,23,1,745,fond5,DGMB,test,testMilkBad
48,24,Lattebad,61,goodright,23,1,1525,felicità,DGMB,test,testMilkBad
48,24,Lattebad,63,latteleft,18,1,602,latte6,DGMB,test,testMilkBad
48,24,Lattebad,65,badleft,18,1,1177,fastidioso,DGMB,test,testMilkBad
48,24,Lattebad,67,latteleft,18,1,890,latte6,DGMB,test,testMilkBad
48,24,Lattebad,69,goodright,23,1,667,gloria,DGMB,test,testMilkBad
48,24,Lattebad,71,latteleft,18,1,703,latte1,DGMB,test,testMilkBad
48,24,Lattebad,73,goodright,23,1,1187,stupendo,DGMB,test,testMilkBad
48,24,Lattebad,75,fondenteright,23,1,1038,fond3,DGMB,test,testMilkBad
48,24,Lattebad,77,badleft,18,1,756,nocivo,DGMB,test,testMilkBad
48,24,Lattebad,79,latteleft,18,1,867,latte5,DGMB,test,testMilkBad
48,24,Lattebad,81,badleft,23,0,839,orribile,DGMB,test,testMilkBad
48,24,Lattebad,83,latteleft,23,0,2277,latte7,DGMB,test,testMilkBad
48,24,Lattebad,85,goodright,23,1,934,piacere,DGMB,test,testMilkBad
48,24,Lattebad,87,latteleft,18,1,1120,latte3,DGMB,test,testMilkBad
48,24,Lattebad,89,badleft,18,1,806,dolore,DGMB,test,testMilkBad
48,24,Lattebad,91,fondenteright,23,1,775,fond7,DGMB,test,testMilkBad
48,24,Lattebad,93,badleft,23,0,1160,schifo,DGMB,test,testMilkBad
48,24,Lattebad,95,fondenteright,18,0,582,fond1,DGMB,test,testMilkBad
48,24,Lattebad,97,goodright,23,1,1986,amore,DGMB,test,testMilkBad
48,24,Lattebad,99,fondenteright,23,1,844,fond4,DGMB,test,testMilkBad
48,24,Lattebad,101,goodright,23,1,955,bello,DGMB,test,testMilkBad
48,24,Lattebad,103,fondenteright,23,1,529,fond6,DGMB,test,testMilkBad
48,24,Lattebad,105,badleft,18,1,659,male,DGMB,test,testMilkBad
48,24,Lattebad,107,fondenteright,23,1,767,fond3,DGMB,test,testMilkBad
48,24,Lattebad,109,badleft,18,1,861,brutto,DGMB,test,testMilkBad
48,24,Lattebad,111,latteleft,18,1,713,latte4,DGMB,test,testMilkBad
48,24,Lattebad,113,badleft,18,1,1109,schifo,DGMB,test,testMilkBad
48,24,Lattebad,115,latteleft,23,0,649,latte2,DGMB,test,testMilkBad
48,24,Lattebad,117,goodright,23,1,759,paradiso,DGMB,test,testMilkBad
48,24,Lattebad,119,latteleft,23,0,710,latte4,DGMB,test,testMilkBad
48,24,Lattebad,121,goodright,23,1,1218,felicità,DGMB,test,testMilkBad
49,10,Lattebad,2,goodright,23,1,1772,paradiso,DGMB,practice,practiceMilkBad
49,10,Lattebad,4,fondenteright,23,1,699,fond2,DGMB,practice,practiceMilkBad
49,10,Lattebad,6,badleft,18,1,1429,schifo,DGMB,practice,practiceMilkBad
49,10,Lattebad,8,latteleft,18,1,935,latte6,DGMB,practice,practiceMilkBad
49,10,Lattebad,10,goodright,23,1,936,piacere,DGMB,practice,practiceMilkBad
49,10,Lattebad,12,fondenteright,23,1,1321,fond6,DGMB,practice,practiceMilkBad
49,10,Lattebad,14,goodright,23,1,711,bello,DGMB,practice,practiceMilkBad
49,10,Lattebad,16,fondenteright,23,1,574,fond3,DGMB,practice,practiceMilkBad
49,10,Lattebad,18,badleft,23,0,655,agonia,DGMB,practice,practiceMilkBad
49,10,Lattebad,20,latteleft,18,1,905,latte4,DGMB,practice,practiceMilkBad
49,10,Lattebad,22,goodright,23,1,925,eccellente,DGMB,practice,practiceMilkBad
49,10,Lattebad,24,latteleft,18,1,706,latte2,DGMB,practice,practiceMilkBad
49,10,Lattebad,26,badleft,18,1,1111,disastro,DGMB,practice,practiceMilkBad
49,10,Lattebad,28,latteleft,18,1,1202,latte7,DGMB,practice,practiceMilkBad
49,10,Lattebad,30,badleft,18,1,600,terribile,DGMB,practice,practiceMilkBad
49,10,Lattebad,32,fondenteright,23,1,687,fond7,DGMB,practice,practiceMilkBad
49,10,Lattebad,34,goodright,23,1,534,felicità,DGMB,practice,practiceMilkBad
49,10,Lattebad,36,fondenteright,23,1,463,fond5,DGMB,practice,practiceMilkBad
49,10,Lattebad,38,badleft,18,1,740,fastidioso,DGMB,practice,practiceMilkBad
49,10,Lattebad,40,fondenteright,18,0,456,fond1,DGMB,practice,practiceMilkBad
49,10,Lattebad,43,latteleft,18,1,1167,latte5,DGMB,test,testMilkBad
49,10,Lattebad,45,goodright,23,1,701,amore,DGMB,test,testMilkBad
49,10,Lattebad,47,latteleft,18,1,713,latte1,DGMB,test,testMilkBad
49,10,Lattebad,49,badleft,18,1,613,brutto,DGMB,test,testMilkBad
49,10,Lattebad,51,latteleft,23,0,639,latte3,DGMB,test,testMilkBad
49,10,Lattebad,53,goodright,23,1,854,ridere,DGMB,test,testMilkBad
49,10,Lattebad,55,latteleft,23,0,551,latte5,DGMB,test,testMilkBad
49,10,Lattebad,57,badleft,23,0,667,cattivo,DGMB,test,testMilkBad
49,10,Lattebad,59,fondenteright,23,1,1071,fond4,DGMB,test,testMilkBad
49,10,Lattebad,61,badleft,18,1,643,dolore,DGMB,test,testMilkBad
49,10,Lattebad,63,fondenteright,18,0,849,fond1,DGMB,test,testMilkBad
49,10,Lattebad,65,badleft,18,1,559,orribile,DGMB,test,testMilkBad
49,10,Lattebad,67,fondenteright,23,1,607,fond7,DGMB,test,testMilkBad
49,10,Lattebad,69,goodright,23,1,1453,gioia,DGMB,test,testMilkBad
49,10,Lattebad,71,latteleft,18,1,518,latte3,DGMB,test,testMilkBad
49,10,Lattebad,73,badleft,23,0,877,nocivo,DGMB,test,testMilkBad
49,10,Lattebad,75,fondenteright,23,1,531,fond6,DGMB,test,testMilkBad
49,10,Lattebad,77,goodright,23,1,621,pace,DGMB,test,testMilkBad
49,10,Lattebad,79,fondenteright,23,1,473,fond5,DGMB,test,testMilkBad
49,10,Lattebad,81,goodright,18,0,565,stupendo,DGMB,test,testMilkBad
49,10,Lattebad,83,latteleft,18,1,967,latte6,DGMB,test,testMilkBad
49,10,Lattebad,85,badleft,18,1,653,odio,DGMB,test,testMilkBad
49,10,Lattebad,87,latteleft,23,0,622,latte7,DGMB,test,testMilkBad
49,10,Lattebad,89,goodright,23,1,747,gloria,DGMB,test,testMilkBad
49,10,Lattebad,91,latteleft,18,1,654,latte2,DGMB,test,testMilkBad
49,10,Lattebad,93,goodright,23,1,824,buono,DGMB,test,testMilkBad
49,10,Lattebad,95,latteleft,23,0,756,latte1,DGMB,test,testMilkBad
49,10,Lattebad,97,badleft,18,1,890,fallimento,DGMB,test,testMilkBad
49,10,Lattebad,99,latteleft,18,1,835,latte4,DGMB,test,testMilkBad
49,10,Lattebad,101,badleft,18,1,855,male,DGMB,test,testMilkBad
49,10,Lattebad,103,fondenteright,23,1,664,fond4,DGMB,test,testMilkBad
49,10,Lattebad,105,badleft,18,1,916,nocivo,DGMB,test,testMilkBad
49,10,Lattebad,107,fondenteright,23,1,691,fond3,DGMB,test,testMilkBad
49,10,Lattebad,109,badleft,18,1,844,fastidioso,DGMB,test,testMilkBad
49,10,Lattebad,111,fondenteright,23,1,562,fond2,DGMB,test,testMilkBad
49,10,Lattebad,113,goodright,23,1,874,meraviglioso,DGMB,test,testMilkBad
49,10,Lattebad,115,fondenteright,23,1,528,fond4,DGMB,test,testMilkBad
49,10,Lattebad,117,goodright,23,1,551,buono,DGMB,test,testMilkBad
49,10,Lattebad,119,latteleft,18,1,502,latte4,DGMB,test,testMilkBad
49,10,Lattebad,121,goodright,23,1,783,meraviglioso,DGMB,test,testMilkBad
49,14,Fondentebad,2,goodright,23,1,769,meraviglioso,MGDB,practice,practiceMilkGood
49,14,Fondentebad,4,fondenteleft,18,1,770,fond4,MGDB,practice,practiceMilkGood
49,14,Fondentebad,6,goodright,23,1,731,paradiso,MGDB,practice,practiceMilkGood
49,14,Fondentebad,8,latteright,23,1,757,latte7,MGDB,practice,practiceMilkGood
49,14,Fondentebad,10,badleft,18,1,819,dolore,MGDB,practice,practiceMilkGood
49,14,Fondentebad,12,fondenteleft,18,1,807,fond7,MGDB,practice,practiceMilkGood
49,14,Fondentebad,14,badleft,18,1,662,nocivo,MGDB,practice,practiceMilkGood
49,14,Fondentebad,16,latteright,23,1,506,latte4,MGDB,practice,practiceMilkGood
49,14,Fondentebad,18,goodright,23,1,438,buono,MGDB,practice,practiceMilkGood
49,14,Fondentebad,20,latteright,23,1,389,latte3,MGDB,practice,practiceMilkGood
49,14,Fondentebad,22,badleft,18,1,602,orribile,MGDB,practice,practiceMilkGood
49,14,Fondentebad,24,latteright,23,1,528,latte5,MGDB,practice,practiceMilkGood
49,14,Fondentebad,26,goodright,23,1,599,gloria,MGDB,practice,practiceMilkGood
49,14,Fondentebad,28,latteright,23,1,446,latte6,MGDB,practice,practiceMilkGood
49,14,Fondentebad,30,badleft,18,1,597,male,MGDB,practice,practiceMilkGood
49,14,Fondentebad,32,fondenteleft,18,1,452,fond5,MGDB,practice,practiceMilkGood
49,14,Fondentebad,34,badleft,18,1,694,disastro,MGDB,practice,practiceMilkGood
49,14,Fondentebad,36,fondenteleft,18,1,407,fond3,MGDB,practice,practiceMilkGood
49,14,Fondentebad,38,badleft,18,1,502,schifo,MGDB,practice,practiceMilkGood
49,14,Fondentebad,40,latteright,18,0,379,latte2,MGDB,practice,practiceMilkGood
49,14,Fondentebad,43,latteright,23,1,1533,latte1,MGDB,test,testMilkGood
49,14,Fondentebad,45,badleft,18,1,598,terribile,MGDB,test,testMilkGood
49,14,Fondentebad,47,fondenteleft,23,0,620,fond6,MGDB,test,testMilkGood
49,14,Fondentebad,49,badleft,23,0,726,agonia,MGDB,test,testMilkGood
49,14,Fondentebad,51,latteright,23,1,1135,latte6,MGDB,test,testMilkGood
49,14,Fondentebad,53,badleft,18,1,696,cattivo,MGDB,test,testMilkGood
49,14,Fondentebad,55,fondenteleft,18,1,449,fond1,MGDB,test,testMilkGood
49,14,Fondentebad,57,goodright,23,1,611,eccellente,MGDB,test,testMilkGood
49,14,Fondentebad,59,fondenteleft,18,1,668,fond2,MGDB,test,testMilkGood
49,14,Fondentebad,61,badleft,18,1,481,odio,MGDB,test,testMilkGood
49,14,Fondentebad,63,fondenteleft,18,1,567,fond3,MGDB,test,testMilkGood
49,14,Fondentebad,65,goodright,23,1,670,piacere,MGDB,test,testMilkGood
49,14,Fondentebad,67,fondenteleft,18,1,602,fond5,MGDB,test,testMilkGood
